Date,Close
2024-04-01 00:00:00-04:00,423.0430908203125
2024-04-02 00:00:00-04:00,419.9243469238281
2024-04-03 00:00:00-04:00,418.9378967285156
2024-04-04 00:00:00-04:00,416.37713623046875
2024-04-05 00:00:00-04:00,423.9896545410156
2024-04-08 00:00:00-04:00,423.06298828125
2024-04-09 00:00:00-04:00,424.7469177246094
2024-04-10 00:00:00-04:00,421.73779296875
2024-04-11 00:00:00-04:00,426.3909912109375
2024-04-12 00:00:00-04:00,420.3826904296875
2024-04-15 00:00:00-04:00,412.15240478515625
2024-04-16 00:00:00-04:00,413.0889892578125
2024-04-17 00:00:00-04:00,410.3588562011719
2024-04-18 00:00:00-04:00,402.8160705566406
2024-04-19 00:00:00-04:00,397.6846008300781
2024-04-22 00:00:00-04:00,399.5179748535156
2024-04-23 00:00:00-04:00,406.1042175292969
2024-04-24 00:00:00-04:00,407.5888366699219
2024-04-25 00:00:00-04:00,397.6048889160156
2024-04-26 00:00:00-04:00,404.8587341308594
2024-04-29 00:00:00-04:00,400.8033447265625
2024-04-30 00:00:00-04:00,387.9297790527344
2024-05-01 00:00:00-04:00,393.5196228027344
2024-05-02 00:00:00-04:00,396.4092102050781
2024-05-03 00:00:00-04:00,405.1974792480469
2024-05-06 00:00:00-04:00,412.0527648925781
2024-05-07 00:00:00-04:00,407.86785888671875
2024-05-08 00:00:00-04:00,409.06353759765625
2024-05-09 00:00:00-04:00,410.8371276855469
2024-05-10 00:00:00-04:00,413.2484130859375
2024-05-13 00:00:00-04:00,412.2320861816406
2024-05-14 00:00:00-04:00,415.0618896484375
2024-05-15 00:00:00-04:00,422.31878662109375
2024-05-16 00:00:00-04:00,420.2325744628906
2024-05-17 00:00:00-04:00,419.4539489746094
2024-05-20 00:00:00-04:00,424.5747375488281
2024-05-21 00:00:00-04:00,428.2680969238281
2024-05-22 00:00:00-04:00,429.74542236328125
2024-05-23 00:00:00-04:00,426.23175048828125
2024-05-24 00:00:00-04:00,429.3860778808594
2024-05-28 00:00:00-04:00,429.5457763671875
2024-05-29 00:00:00-04:00,428.3978576660156
2024-05-30 00:00:00-04:00,413.9239501953125
2024-05-31 00:00:00-04:00,414.38311767578125
2024-06-03 00:00:00-04:00,412.7760009765625
2024-06-04 00:00:00-04:00,415.3214416503906
2024-06-05 00:00:00-04:00,423.24713134765625
2024-06-06 00:00:00-04:00,423.7561950683594
2024-06-07 00:00:00-04:00,423.0874328613281
2024-06-10 00:00:00-04:00,427.1001892089844
2024-06-11 00:00:00-04:00,431.9015197753906
2024-06-12 00:00:00-04:00,440.2664489746094
2024-06-13 00:00:00-04:00,440.7855224609375
2024-06-14 00:00:00-04:00,441.77374267578125
2024-06-17 00:00:00-04:00,447.56329345703125
2024-06-18 00:00:00-04:00,445.5369567871094
2024-06-20 00:00:00-04:00,444.89813232421875
2024-06-21 00:00:00-04:00,448.97076416015625
2024-06-24 00:00:00-04:00,446.8645935058594
2024-06-25 00:00:00-04:00,450.138671875
2024-06-26 00:00:00-04:00,451.34649658203125
2024-06-27 00:00:00-04:00,452.0352478027344
2024-06-28 00:00:00-04:00,446.1458740234375
2024-07-01 00:00:00-04:00,455.90826416015625
2024-07-02 00:00:00-04:00,458.45367431640625
2024-07-03 00:00:00-04:00,459.94097900390625
2024-07-05 00:00:00-04:00,466.7187805175781
2024-07-08 00:00:00-04:00,465.4011535644531
2024-07-09 00:00:00-04:00,458.7132263183594
2024-07-10 00:00:00-04:00,465.4111328125
2024-07-11 00:00:00-04:00,453.8819274902344
2024-07-12 00:00:00-04:00,452.7339782714844
2024-07-15 00:00:00-04:00,453.14324951171875
2024-07-16 00:00:00-04:00,448.71124267578125
2024-07-17 00:00:00-04:00,442.7220153808594
2024-07-18 00:00:00-04:00,439.57769775390625
2024-07-19 00:00:00-04:00,436.32354736328125
2024-07-22 00:00:00-04:00,442.14306640625
2024-07-23 00:00:00-04:00,444.0496520996094
2024-07-24 00:00:00-04:00,428.1283264160156
2024-07-25 00:00:00-04:00,417.647216796875
2024-07-26 00:00:00-04:00,424.5048522949219
2024-07-29 00:00:00-04:00,425.9622497558594
2024-07-30 00:00:00-04:00,422.15911865234375
2024-07-31 00:00:00-04:00,417.5973205566406
2024-08-01 00:00:00-04:00,416.3595275878906
2024-08-02 00:00:00-04:00,407.7550354003906
2024-08-05 00:00:00-04:00,394.4390563964844
2024-08-06 00:00:00-04:00,398.8910217285156
2024-08-07 00:00:00-04:00,397.7131652832031
2024-08-08 00:00:00-04:00,401.9654846191406
2024-08-09 00:00:00-04:00,405.28948974609375
2024-08-12 00:00:00-04:00,406.07806396484375
2024-08-13 00:00:00-04:00,413.26513671875
2024-08-14 00:00:00-04:00,416.1099853515625
2024-08-15 00:00:00-04:00,421.0299987792969
2024-08-16 00:00:00-04:00,418.4700012207031
2024-08-19 00:00:00-04:00,421.5299987792969
2024-08-20 00:00:00-04:00,424.79998779296875
2024-08-21 00:00:00-04:00,424.1400146484375
2024-08-22 00:00:00-04:00,415.54998779296875
2024-08-23 00:00:00-04:00,416.7900085449219
2024-08-26 00:00:00-04:00,413.489990234375
2024-08-27 00:00:00-04:00,413.8399963378906
2024-08-28 00:00:00-04:00,410.6000061035156
2024-08-29 00:00:00-04:00,413.1199951171875
2024-08-30 00:00:00-04:00,417.1400146484375
2024-09-03 00:00:00-04:00,409.44000244140625
2024-09-04 00:00:00-04:00,408.8999938964844
2024-09-05 00:00:00-04:00,408.3900146484375
2024-09-06 00:00:00-04:00,401.70001220703125
2024-09-09 00:00:00-04:00,405.7200012207031
2024-09-10 00:00:00-04:00,414.20001220703125
2024-09-11 00:00:00-04:00,423.0400085449219
2024-09-12 00:00:00-04:00,427.0
2024-09-13 00:00:00-04:00,430.5899963378906
2024-09-16 00:00:00-04:00,431.3399963378906
2024-09-17 00:00:00-04:00,435.1499938964844
2024-09-18 00:00:00-04:00,430.80999755859375
2024-09-19 00:00:00-04:00,438.69000244140625
2024-09-20 00:00:00-04:00,435.2699890136719
2024-09-23 00:00:00-04:00,433.510009765625
2024-09-24 00:00:00-04:00,429.1700134277344
2024-09-25 00:00:00-04:00,432.1099853515625
2024-09-26 00:00:00-04:00,431.30999755859375
2024-09-27 00:00:00-04:00,428.0199890136719
2024-09-30 00:00:00-04:00,430.29998779296875
